gene	supplied_set	source_cell	evidence
TGOLN2	ATF3_unique	A1194	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
THADA	ATF3_unique	A1195	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
THAP6	ATF3_unique	A1196	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
THOC2	ATF3_unique	A1197	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
THRB	ATF3_unique	A1198	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
THSD4	ATF3_unique	A1199	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TICAM1	ATF3_unique	A1200	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TIGIT	ATF3_unique	A1201	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TIMM23B	ATF3_unique	A1202	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TIMP3	ATF3_unique	A1203	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TIPARP	ATF3_unique	A1204	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TKT	ATF3_unique	A1205	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TLDC1	ATF3_unique	A1206	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TLE1	ATF3_unique	A1207	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMC7	ATF3_unique	A1208	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMCC3	ATF3_unique	A1209	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM130	ATF3_unique	A1210	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM136	ATF3_unique	A1211	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM138	ATF3_unique	A1212	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM163	ATF3_unique	A1213	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM167A	ATF3_unique	A1214	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM191C	ATF3_unique	A1215	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM207	ATF3_unique	A1216	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM216	ATF3_unique	A1217	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM217	ATF3_unique	A1218	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM241	ATF3_unique	A1219	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM247	ATF3_unique	A1220	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM250	ATF3_unique	A1221	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM255B	ATF3_unique	A1222	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM27	ATF3_unique	A1223	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM45B	ATF3_unique	A1224	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM51	ATF3_unique	A1225	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMEM92	ATF3_unique	A1226	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TMPRSS2	ATF3_unique	A1227	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNFAIP2	ATF3_unique	A1228	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNFRSF11A	ATF3_unique	A1229	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNFSF4	ATF3_unique	A1230	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNIP1	ATF3_unique	A1231	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNK2	ATF3_unique	A1232	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNP1	ATF3_unique	A1233	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNR	ATF3_unique	A1234	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNS1	ATF3_unique	A1235	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TNS3	ATF3_unique	A1236	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TOM1L1	ATF3_unique	A1237	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TOMM7	ATF3_unique	A1238	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TPBG	ATF3_unique	A1239	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TPGS2	ATF3_unique	A1240	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TPRG1	ATF3_unique	A1241	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TPT1	ATF3_unique	A1242	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRAF6	ATF3_unique	A1243	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRAPPC12	ATF3_unique	A1244	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIB1	ATF3_unique	A1245	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIM2	ATF3_unique	A1246	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIM24	ATF3_unique	A1247	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIM32	ATF3_unique	A1248	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIM36	ATF3_unique	A1249	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIM55	ATF3_unique	A1250	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIM63	ATF3_unique	A1251	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRIM9	ATF3_unique	A1252	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRMO	ATF3_unique	A1253	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRMT10B	ATF3_unique	A1254	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRPC4	ATF3_unique	A1255	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRPM1	ATF3_unique	A1256	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRPS1	ATF3_unique	A1257	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRPV3	ATF3_unique	A1258	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TRUB1	ATF3_unique	A1259	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TSC22D1	ATF3_unique	A1260	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TSHB	ATF3_unique	A1261	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TSPAN12	ATF3_unique	A1262	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TSPAN18	ATF3_unique	A1263	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TSPAN2	ATF3_unique	A1264	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TTC28	ATF3_unique	A1265	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TTC37	ATF3_unique	A1266	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TTPAL	ATF3_unique	A1267	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TUBA3E	ATF3_unique	A1268	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TXN	ATF3_unique	A1269	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
TYR	ATF3_unique	A1270	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UBAP1	ATF3_unique	A1271	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UBE2H	ATF3_unique	A1272	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UBE2L3	ATF3_unique	A1273	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UBE3D	ATF3_unique	A1274	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UGGT2	ATF3_unique	A1275	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UGP2	ATF3_unique	A1276	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UGT2A1	ATF3_unique	A1277	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UNC5C	ATF3_unique	A1278	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UNC5CL	ATF3_unique	A1279	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UPK1B	ATF3_unique	A1280	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UQCR10	ATF3_unique	A1281	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
USH2A	ATF3_unique	A1282	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
USP12	ATF3_unique	A1283	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
USP13	ATF3_unique	A1284	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
USP22	ATF3_unique	A1285	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
USP24	ATF3_unique	A1286	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
USP30	ATF3_unique	A1287	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
USP40	ATF3_unique	A1288	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
UTP18	ATF3_unique	A1289	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VAV1	ATF3_unique	A1290	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VAV3	ATF3_unique	A1291	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VCAM1	ATF3_unique	A1292	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VDR	ATF3_unique	A1293	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VEPH1	ATF3_unique	A1294	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VGLL1	ATF3_unique	A1295	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VLDLR	ATF3_unique	A1296	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VPS13B	ATF3_unique	A1297	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VPS37B	ATF3_unique	A1298	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VPS54	ATF3_unique	A1299	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VPS8	ATF3_unique	A1300	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VRK2	ATF3_unique	A1301	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VWA2	ATF3_unique	A1302	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
VWA8	ATF3_unique	A1303	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
WASHC3	ATF3_unique	A1304	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
WBP1L	ATF3_unique	A1305	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
WDR44	ATF3_unique	A1306	author-derived motif-to-gene prediction and selected RNA overlap; no occupancy validation
